year,month,region_id,subregion_id,region,industry_id,subindustry_id,business_type,value
2009,September,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,56057
2008,June,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,56311
2014,September,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,56512
2011,September,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,56637
2011,June,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,56719
2014,July,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,57259
2013,August,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,57416
2015,July,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,57855
2011,August,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,58124
2012,August,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,58132
2008,September,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,58219
2009,July,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,58795
2014,June,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,59394
2015,June,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,59628
2016,June,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,60463
2009,June,5,,Newfoundland and Labrador,4,,Building material and garden equipment and supplies dealers,64217
2015,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,8168
2011,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,8183
2014,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,8572
2009,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,8718
2008,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9111
2013,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9225
2011,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9263
2014,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9352
2014,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9408
2012,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9508
2015,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9626
2010,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9810
2017,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9827
2008,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9852
2015,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,9993
2016,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10207
2009,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10209
2011,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10459
2009,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10461
2012,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10537
2013,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10869
2010,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,10935
2016,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11159
2013,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11169
2013,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11220
2016,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11264
2008,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11328
2017,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11443
2010,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11668
2018,February,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11706
2012,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,11747
2010,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,12034
2012,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,12684
2014,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,12737
2010,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,12874
2009,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,12967
2015,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,12989
2017,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13022
2009,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13027
2018,March,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13139
2014,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13567
2008,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13703
2011,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13832
2011,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,13975
2018,January,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14152
2010,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14280
2012,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14382
2009,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14398
2013,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14540
2008,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14593
2013,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14832
2010,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14947
2010,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,14999
2009,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15136
2009,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15299
2015,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15300
2008,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15411
2010,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15457
2009,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15707
2014,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15720
2009,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15811
2009,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,15871
2013,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16139
2016,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16400
2016,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16482
2010,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16569
2017,December,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16693
2008,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16762
2011,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16794
2012,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,16892
2011,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17115
2013,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17205
2012,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17216
2014,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17257
2009,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17258
2017,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17372
2011,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17475
2010,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17531
2015,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17763
2012,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17833
2008,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,17930
2008,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18091
2018,April,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18118
2008,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18123
2011,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18224
2013,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18226
2008,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18499
2008,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18528
2012,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18601
2015,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18633
2013,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18885
2010,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18908
2013,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,18937
2014,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19105
2012,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19142
2014,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19446
2014,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19481
2011,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19527
2015,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19638
2016,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,19993
2011,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,20048
2011,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,20106
2017,November,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,20136
2014,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,20278
2017,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,20583
2015,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,20903
2012,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,21001
2016,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,21199
2013,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,21239
2012,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,21282
2016,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,21736
2015,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,21947
2014,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,22108
2016,September,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,22230
2015,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,22912
2016,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,23432
2017,August,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,23587
2016,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,23626
2015,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,23656
2016,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,23707
2017,October,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,23812
2017,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,24503
2017,July,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,25625
2017,June,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,26006
2018,May,10,,Prince Edward Island,4,,Building material and garden equipment and supplies dealers,29822
2015,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,40160
2009,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,44891
2015,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,45591
2008,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,45935
2009,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,46219
2010,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,46327
2008,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,46370
2011,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,46901
2017,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,47406
2015,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,48637
2014,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,49129
2014,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,49313
2008,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,49792
2013,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,49799
2011,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,50432
2009,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,51622
2012,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,52805
2012,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,53065
2013,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,53563
2016,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,53771
2010,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,55014
2013,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,56513
2012,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,57733
2010,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,57900
2014,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,58192
2013,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,58622
2015,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,58806
2016,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,59136
2010,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,59235
2008,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,59486
2011,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,60239
2014,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,61129
2009,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,61339
2017,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,61513
2012,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,61615
2018,February,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,61695
2009,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,62763
2016,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,62987
2008,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,63199
2011,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,64071
2017,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,64536
2011,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,65487
2014,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,67805
2008,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,68184
2012,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,68220
2010,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,71047
2015,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,71355
2010,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,71677
2009,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,71777
2018,March,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,72547
2018,January,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,74018
2016,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,74346
2016,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,74589
2011,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,75345
2010,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,75445
2008,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,75719
2011,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,75961
2013,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,76249
2010,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,76284
2013,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,76535
2009,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,76613
2017,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,76677
2009,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,76736
2017,December,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,77074
2012,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,77636
2014,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,78673
2011,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,79024
2014,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80058
2010,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80208
2010,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80227
2015,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80435
2008,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80461
2009,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80476
2012,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80620
2011,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,80729
2008,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,81158
2008,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,81211
2012,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,81345
2009,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,82276
2011,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,82687
2008,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,84081
2015,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,84150
2008,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,84536
2011,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,84613
2009,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,85328
2015,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,85571
2009,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,86342
2010,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,87124
2014,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,87302
2015,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,88072
2012,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,88339
2016,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,89287
2013,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,89698
2018,April,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,90138
2016,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,90178
2015,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,90210
2015,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,90421
2012,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,90427
2014,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,90968
2016,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,91553
2011,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,91782
2010,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,91877
2016,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,92089
2013,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,92446
2015,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,94528
2012,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,95653
2013,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,95794
2014,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,95893
2016,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,95995
2016,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,96228
2013,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,96362
2012,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,96815
2014,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,97149
2013,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,97407
2014,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,97635
2013,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,98510
2016,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,100226
2017,November,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,101629
2017,September,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,103442
2017,October,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,109424
2017,August,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,110729
2017,July,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,111361
2017,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,114512
2018,May,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,119927
2017,June,7,,Nova Scotia,4,,Building material and garden equipment and supplies dealers,122912
2015,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,28855
2013,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,30106
2014,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,30930
2011,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,31158
2012,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,32905
2008,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,33093
2009,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,33816
2015,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,34100
2008,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,34980
2013,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,35138
2012,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,35382
2015,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,35529
2016,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,35796
2013,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,36185
2008,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,36201
2012,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,36437
2010,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,36465
2017,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,36654
2014,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,36766
2011,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,37055
2014,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,37194
2009,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,37323
2016,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,37548
2011,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,38068
2014,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,39331
2009,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,39905
2017,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,40050
2016,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,40052
2010,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,40500
2013,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,41586
2012,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,41666
2012,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,41771
2018,February,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,42646
2010,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,42758
2011,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,44133
2015,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,44141
2014,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,44220
2017,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,44989
2011,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,45218
2013,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,45337
2008,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,45485
2010,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,45500
2015,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,46110
2016,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,46651
2008,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,47761
2018,January,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,48082
2009,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,48158
2017,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,48399
2018,March,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,48734
2009,December,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,50134
2016,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,52590
2012,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,53361
2008,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,53452
2014,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,53560
2011,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,55639
2013,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,55934
2018,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,56125
2017,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,56214
2010,April,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,56296
2010,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,56538
2011,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,56861
2012,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,57725
2015,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,57878
2012,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,57986
2016,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,58992
2016,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,60025
2012,May,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,60159
2010,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,60311
2014,August,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,60695
2015,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,61264
2012,July,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,61441
2015,August,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,61870
2009,November,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,61934
2008,August,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,62215
2011,July,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,62346
2011,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,62377
2014,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,62463
2011,May,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,62973
2013,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,63055
2016,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,63056
2015,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,63073
2016,August,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,63536
2013,October,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,63695
2011,August,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,63798
2013,August,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,64101
2010,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,64104
2008,May,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,64332
2014,September,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,64436
2014,May,4,,New Brunswick,4,,Building material and garden equipment and supplies dealers,64550
